piece	div1_nom	div1_num	div2_nom	div2_num	pos	id	nom	texte	didascalie
Macbeth	Act 2	2	Scene 2	9	170	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202024F" n="24">              There are two lodged together.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	171	Macbeth	Macbeth	                        <l xml:id="sha-mac202025" n="25">              One cried “God bless us!” and “Amen” the other;            </l>                        <l xml:id="sha-mac202026" n="26">              As they had seen me with these hangman's hands.            </l>                        <l xml:id="sha-mac202027" n="27">              Listening their fear, I could not say “Amen,”            </l>                        <l xml:id="sha-mac202028I" n="28">              When they did say “God bless us!”            </l>                    	
Macbeth	Act 2	2	Scene 2	9	172	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202028F" n="28">              Consider it not so deeply.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	173	Macbeth	Macbeth	                        <l xml:id="sha-mac202029" n="29">              But wherefore could not I pronounce “Amen”?            </l>                        <l xml:id="sha-mac202030" n="30">              I had most need of blessing, and “Amen”            </l>                        <l xml:id="sha-mac202031I" n="31">              Stuck in my throat.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	174	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202031F" n="31">              These deeds must not be thought            </l>                        <l xml:id="sha-mac202032" n="32">              After these ways; so, it will make us mad.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	175	Macbeth	Macbeth	                        <l xml:id="sha-mac202033" n="33">              Methought I heard a voice cry “Sleep no more!            </l>                        <l xml:id="sha-mac202034" n="34">              Macbeth does murder sleep,” the innocent sleep,            </l>                        <l xml:id="sha-mac202035" n="35">              Sleep that knits up the ravelled sleave of care,            </l>                        <l xml:id="sha-mac202036" n="36">              The death of each day's life, sore labour's bath,            </l>                        <l xml:id="sha-mac202037" n="37">              Balm of hurt minds, great nature's second course,            </l>                        <l xml:id="sha-mac202038I" n="38">              Chief nourisher in life's feast —            </l>                    	
Macbeth	Act 2	2	Scene 2	9	176	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202038F" n="38">              What do you mean?            </l>                    	
Macbeth	Act 2	2	Scene 2	9	177	Macbeth	Macbeth	                        <l xml:id="sha-mac202039" n="39">              Still it cried “Sleep no more!” to all the house:            </l>                        <l xml:id="sha-mac202040" n="40">              “Glamis hath murdered sleep, and therefore Cawdor            </l>                        <l xml:id="sha-mac202041" n="41">              Shall sleep no more; Macbeth shall sleep no more.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	178	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202042" n="42">              Who was it that thus cried? Why, worthy thane,            </l>                        <l xml:id="sha-mac202043" n="43">              You do unbend your noble strength, to think            </l>                        <l xml:id="sha-mac202044" n="44">              So brainsickly of things. Go get some water,            </l>                        <l xml:id="sha-mac202045" n="45">              And wash this filthy witness from your hand.            </l>                        <l xml:id="sha-mac202046" n="46">              Why did you bring these daggers from the place?            </l>                        <l xml:id="sha-mac202047" n="47">              They must lie there: go carry them; and smear            </l>                        <l xml:id="sha-mac202048I" n="48">              The sleepy grooms with blood.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	179	Macbeth	Macbeth	                        <l xml:id="sha-mac202048F" n="48">              I'll go no more:            </l>                        <l xml:id="sha-mac202049" n="49">              I am afraid to think what I have done;            </l>                        <l xml:id="sha-mac202050I" n="50">              Look on't again I dare not.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	180	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202050F" n="50">              Infirm of purpose!            </l>                        <l xml:id="sha-mac202051" n="51">              Give me the daggers: the sleeping and the dead            </l>                        <l xml:id="sha-mac202052" n="52">              Are but as pictures: 'tis the eye of childhood            </l>                        <l xml:id="sha-mac202053" n="53">              That fears a painted devil. If he do bleed,            </l>                        <l xml:id="sha-mac202054" n="54">              I'll gild the faces of the grooms withal;            </l>                        <l xml:id="sha-mac202055I" n="55">              For it must seem their guilt.              <didascalie>Exit. Knocking within.</didascalie></l>                    	
